Representative,BioGuideID,ReportDate,TransactionDate,Ticker,Transaction,Range,House,Amount,Party,Quarter,TransactionType,TradeAmount,PartyName
Josh Gottheimer,G000583,3/6/2025,2/13/2025,DHI,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
John Boozman,B001236,3/6/2025,2/13/2025,PFE,Sale (Full),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Byron Donalds,D000032,3/25/2025,2/13/2025,FDS,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Byron Donalds,D000032,3/25/2025,2/13/2025,FTNT,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Susie Lee,L000590,3/14/2025,2/13/2025,FLL,Sale,"$15,001 - $50,000",Representatives,15001,D,2025-Q1,sale,50000,Democrats
Byron Donalds,D000032,3/25/2025,2/13/2025,LMT,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Markwayne Mullin,M001190,2/27/2025,2/13/2025,MSFT,Purchase,"$50,001 - $100,000",Senate,50001,R,2025-Q1,purchase,100000,Republicans
Byron Donalds,D000032,3/25/2025,2/13/2025,DASH,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,2/27/2025,2/13/2025,TJX,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
Byron Donalds,D000032,3/25/2025,2/13/2025,FDS,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Byron Donalds,D000032,3/25/2025,2/13/2025,LMT,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Tim Moore,M001236,3/11/2025,2/13/2025,F,Purchase,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,purchase,50000,Republicans
Markwayne Mullin,M001190,2/27/2025,2/13/2025,DHR,Sale (Full),"$15,001 - $50,000",Senate,15001,R,2025-Q1,sale,50000,Republicans
Markwayne Mullin,M001190,2/27/2025,2/13/2025,ACN,Purchase,"$50,001 - $100,000",Senate,50001,R,2025-Q1,purchase,100000,Republicans
Markwayne Mullin,M001190,2/27/2025,2/13/2025,AMZN,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
Josh Gottheimer,G000583,3/6/2025,2/13/2025,ABT,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Rob Bresnahan,B001327,3/7/2025,2/13/2025,ANET,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Byron Donalds,D000032,3/25/2025,2/13/2025,FTNT,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Jared Moskowitz,M001217,3/6/2025,2/13/2025,WST,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,3/7/2025,2/13/2025,SNOW,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,2/27/2025,2/13/2025,PM,Purchase,"$15,001 - $50,000",Senate,15001,R,2025-Q1,purchase,50000,Republicans
Markwayne Mullin,M001190,2/27/2025,2/13/2025,STZ,Sale (Partial),"$15,001 - $50,000",Senate,15001,R,2025-Q1,sale,50000,Republicans
Markwayne Mullin,M001190,2/27/2025,2/13/2025,AMD,Sale (Full),"$50,001 - $100,000",Senate,50001,R,2025-Q1,sale,100000,Republicans
Josh Gottheimer,G000583,3/6/2025,2/13/2025,TSLA,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,3/6/2025,2/13/2025,V,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,3/6/2025,2/13/2025,PYPL,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
John Boozman,B001236,3/6/2025,2/13/2025,GOOGL,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,2/14/2025,2/12/2025,UPS,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,2/14/2025,2/12/2025,PLTR,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Julie Johnson,J000310,3/12/2025,2/12/2025,PLTR,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Tim Moore,M001236,3/11/2025,2/12/2025,HOG,Sale,"$50,001 - $100,000",Representatives,50001,R,2025-Q1,sale,100000,Republicans
Julie Johnson,J000310,3/12/2025,2/12/2025,AES,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Marjorie Taylor Greene,G000596,2/14/2025,2/12/2025,AAPL,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Julie Johnson,J000310,3/12/2025,2/12/2025,EL,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Marjorie Taylor Greene,G000596,2/14/2025,2/12/2025,MSFT,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Julie Johnson,J000310,3/12/2025,2/12/2025,REGN,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Marjorie Taylor Greene,G000596,2/14/2025,2/12/2025,NSC,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Julie Johnson,J000310,3/12/2025,2/12/2025,TSLA,Sale,"$15,001 - $50,000",Representatives,15001,D,2025-Q1,sale,50000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,FCX,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Marjorie Taylor Greene,G000596,2/14/2025,2/12/2025,ADBE,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Julie Johnson,J000310,3/12/2025,2/12/2025,EIX,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,ETN,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Rob Bresnahan,B001327,3/7/2025,2/12/2025,HOOD,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Marjorie Taylor Greene,G000596,2/14/2025,2/12/2025,INTC,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Julie Johnson,J000310,3/12/2025,2/12/2025,MKTX,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,HII,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,ON,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,F,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,ENPH,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,VST,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,ANET,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,ALB,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,PYPL,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,BA,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,CEG,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,3/6/2025,2/12/2025,BABA,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,BWA,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,APTV,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,WFC,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Rob Bresnahan,B001327,3/7/2025,2/12/2025,SNOW,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,2/14/2025,2/12/2025,DVN,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Tim Moore,M001236,3/11/2025,2/12/2025,HOG,Purchase,"$50,001 - $100,000",Representatives,50001,R,2025-Q1,purchase,100000,Republicans
Marjorie Taylor Greene,G000596,2/14/2025,2/12/2025,GS,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Julie Johnson,J000310,3/12/2025,2/12/2025,WBA,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,TER,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,3/6/2025,2/12/2025,SHOP,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,JNPR,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/12/2025,PFE,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Marjorie Taylor Greene,G000596,2/14/2025,2/12/2025,META,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Thomas H. Kean Jr,K000398,3/14/2025,2/12/2025,MAGN,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Julie Johnson,J000310,3/12/2025,2/11/2025,PYPL,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,3/7/2025,2/11/2025,MNDY,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Julie Johnson,J000310,3/12/2025,2/11/2025,TFC,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/11/2025,CACI,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/11/2025,ZBH,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Tina Smith,S001203,3/19/2025,2/11/2025,PEP,Sale (Full),"$100,001 - $250,000",Senate,100001,D,2025-Q1,sale,250000,Democrats
Julie Johnson,J000310,3/12/2025,2/11/2025,DOX,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,3/7/2025,2/11/2025,ON,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Julie Johnson,J000310,3/12/2025,2/11/2025,TSLA,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Tina Smith,S001203,3/19/2025,2/11/2025,GIS,Sale (Full),"$100,001 - $250,000",Senate,100001,D,2025-Q1,sale,250000,Democrats
Ron Wyden,W000779,2/21/2025,2/10/2025,LLY,Sale (Full),"$50,001 - $100,000",Senate,50001,D,2025-Q1,sale,100000,Democrats
Josh Gottheimer,G000583,3/6/2025,2/10/2025,DSCSY,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
April Mcclain Delaney,M001232,3/20/2025,2/10/2025,BRO,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
April Mcclain Delaney,M001232,3/20/2025,2/10/2025,CLH,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,3/7/2025,2/10/2025,TTWO,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,3/6/2025,2/10/2025,XNGSY,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Tim Moore,M001236,3/11/2025,2/10/2025,HOG,Sale,"$100,001 - $250,000",Representatives,100001,R,2025-Q1,sale,250000,Republicans
Rob Bresnahan,B001327,3/7/2025,2/10/2025,NET,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
April Mcclain Delaney,M001232,3/20/2025,2/10/2025,TRMB,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,3/7/2025,2/10/2025,MSFT,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Tim Moore,M001236,3/11/2025,2/10/2025,F,Purchase,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,purchase,50000,Republicans
Rob Bresnahan,B001327,3/7/2025,2/10/2025,MTSI,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Rob Bresnahan,B001327,3/7/2025,2/10/2025,BABA,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Rob Bresnahan,B001327,3/7/2025,2/10/2025,TTD,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
April Mcclain Delaney,M001232,3/20/2025,2/9/2025,TSCO,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
April Mcclain Delaney,M001232,3/20/2025,2/9/2025,PAYX,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
April Mcclain Delaney,M001232,3/20/2025,2/8/2025,LH,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
April Mcclain Delaney,M001232,3/20/2025,2/8/2025,FBIN,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
April Mcclain Delaney,M001232,3/20/2025,2/8/2025,CNM,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
April Mcclain Delaney,M001232,3/20/2025,2/7/2025,CLH,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Tim Moore,M001236,3/11/2025,2/7/2025,F,Purchase,"$50,001 - $100,000",Representatives,50001,R,2025-Q1,purchase,100000,Republicans
Rob Bresnahan,B001327,2/13/2025,2/7/2025,LOW,Sale,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,sale,50000,Republicans
Josh Gottheimer,G000583,3/6/2025,2/7/2025,ABEV,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,3/6/2025,2/7/2025,DSCSY,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Scott Scott Franklin,F000472,2/23/2025,2/7/2025,BWIN,Sale,"$1,000,001 - $5,000,000",Representatives,1000001,R,2025-Q1,sale,5000000,Republicans
Thomas H. Kean Jr,K000398,3/14/2025,2/7/2025,PRNDY,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Thomas H. Kean Jr,K000398,3/14/2025,2/7/2025,MDLZ,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,3/6/2025,2/7/2025,XNGSY,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,3/6/2025,2/6/2025,AVGO,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,3/6/2025,2/6/2025,TWLO,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Ron Wyden,W000779,2/21/2025,2/6/2025,IRBT,Sale (Full),"$1,001 - $15,000",Senate,1001,D,2025-Q1,sale,15000,Democrats
April Mcclain Delaney,M001232,3/20/2025,2/6/2025,CPAY,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,3/6/2025,2/6/2025,ABEV,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
April Mcclain Delaney,M001232,3/20/2025,2/6/2025,BRO,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,3/6/2025,2/6/2025,PYPL,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Debbie Wasserman Schultz,W000797,3/6/2025,2/6/2025,HURC,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Ron Wyden,W000779,2/21/2025,2/6/2025,SOLV,Sale (Full),"$1,001 - $15,000",Senate,1001,D,2025-Q1,sale,15000,Democrats
Tim Moore,M001236,3/11/2025,2/6/2025,HOG,Purchase,"$100,001 - $250,000",Representatives,100001,R,2025-Q1,purchase,250000,Republicans
Scott Scott Franklin,F000472,2/23/2025,2/6/2025,BWIN,Sale,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,sale,50000,Republicans
Tim Moore,M001236,3/11/2025,2/6/2025,F,Purchase,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,purchase,50000,Republicans
Gerald E. Connolly,C001078,2/6/2025,2/5/2025,SAIC,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Tim Moore,M001236,3/11/2025,2/5/2025,HOG,Sale,"$100,001 - $250,000",Representatives,100001,R,2025-Q1,sale,250000,Republicans
April Mcclain Delaney,M001232,3/20/2025,2/5/2025,BRO,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/5/2025,MCHP,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
John Boozman,B001236,3/6/2025,2/5/2025,MA,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
John Boozman,B001236,3/6/2025,2/5/2025,BAC,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
April Mcclain Delaney,M001232,3/20/2025,2/5/2025,PAYX,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Gerald E. Connolly,C001078,2/6/2025,2/5/2025,LDOS,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
William R. Keating,K000375,2/25/2025,2/5/2025,PEP,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/5/2025,NXPI,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
April Mcclain Delaney,M001232,3/20/2025,2/5/2025,LH,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Tim Moore,M001236,3/11/2025,2/5/2025,F,Sale,"$50,001 - $100,000",Representatives,50001,R,2025-Q1,sale,100000,Republicans
Cleo Fields,F000110,3/14/2025,2/5/2025,NVDA,Sale,"$500,001 - $1,000,000",Representatives,500001,D,2025-Q1,sale,1000000,Democrats
William R. Keating,K000375,2/25/2025,2/5/2025,MSFT,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
William R. Keating,K000375,2/25/2025,2/5/2025,ARMK,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
John Boozman,B001236,3/6/2025,2/5/2025,LRCX,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
John Boozman,B001236,3/6/2025,2/5/2025,AXP,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
John Boozman,B001236,3/6/2025,2/5/2025,MSFT,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
William R. Keating,K000375,2/25/2025,2/5/2025,ACN,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
John Boozman,B001236,3/6/2025,2/5/2025,JPM,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Josh Gottheimer,G000583,3/6/2025,2/5/2025,TSLA,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Gerald E. Connolly,C001078,2/6/2025,2/5/2025,D,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Shelley Moore Capito,C001047,3/6/2025,2/5/2025,AAPL,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Tim Moore,M001236,3/11/2025,2/4/2025,HOG,Purchase,"$50,001 - $100,000",Representatives,50001,R,2025-Q1,purchase,100000,Republicans
Shelley Moore Capito,C001047,3/6/2025,2/4/2025,MSFT,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
John Boozman,B001236,3/6/2025,2/4/2025,AMZN,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Shelley Moore Capito,C001047,3/6/2025,2/4/2025,CEG,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Tim Moore,M001236,3/11/2025,2/4/2025,F,Purchase,"$50,001 - $100,000",Representatives,50001,R,2025-Q1,purchase,100000,Republicans
John Boozman,B001236,3/6/2025,2/4/2025,QSR,Sale (Full),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
James Comer,C001108,2/11/2025,2/4/2025,TTD,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Josh Gottheimer,G000583,3/6/2025,2/4/2025,TDG,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,2/3/2025,INTC,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Victoria Spartz,S000929,2/10/2025,2/3/2025,SPG,Purchase,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,purchase,50000,Republicans
Rob Bresnahan,B001327,2/13/2025,2/3/2025,TTWO,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,2/3/2025,TTWO,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,2/27/2025,2/3/2025,COHR,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,2/27/2025,2/3/2025,MTZ,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,2/3/2025,INTC,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,2/3/2025,NOW,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,2/3/2025,TTWO,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,2/3/2025,NOW,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Gilbert Cisneros,C001123,2/11/2025,2/3/2025,ICFI,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Mark Dr Green,G000590,2/6/2025,2/3/2025,NGL,Sale,"$250,001 - $500,000",Representatives,250001,R,2025-Q1,sale,500000,Republicans
Markwayne Mullin,M001190,2/27/2025,2/3/2025,DELL,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,2/27/2025,2/3/2025,CRDO,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,3/6/2025,2/3/2025,UNP,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Markwayne Mullin,M001190,2/27/2025,2/3/2025,AIT,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,3/6/2025,2/3/2025,AAPL,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,3/12/2025,2/3/2025,ETN,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Markwayne Mullin,M001190,2/27/2025,2/3/2025,GS,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,2/27/2025,2/3/2025,WAB,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,3/6/2025,2/3/2025,SHOP,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,3/6/2025,2/3/2025,XYZ,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,2/3/2025,INTC,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,2/27/2025,2/3/2025,LRN,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Markwayne Mullin,M001190,2/27/2025,2/3/2025,IRM,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,3/6/2025,2/3/2025,WMT,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Markwayne Mullin,M001190,2/27/2025,2/3/2025,PRMB,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/31/2025,TSLA,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/31/2025,V,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/31/2025,ICFI,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
