Quarter,TransactionDate,Representative,PartyName,Ticker,TransactionType,Range,TradeAmount,EntryPrice,ExitPrice,PercentChange,WeightedTradeReturn
2025-Q1,2025-01-15,Julie Johnson,Democrats,BA,purchase,"$1,001 - $15,000",15000.0,169.00999450683594,179.11000061035156,5.9759815583611005,0.002278300250995463
2025-Q1,2025-01-15,Julie Johnson,Democrats,LW,sale,"$1,001 - $15,000",15000.0,61.329583153718815,53.900001525878906,12.114189019054836,0.0046184479676152634
2025-Q1,2025-01-15,Julie Johnson,Democrats,CI,purchase,"$1,001 - $15,000",15000.0,282.86031690004535,324.739990234375,14.805778977165158,0.0056445973988429885
2025-Q1,2025-01-15,Julie Johnson,Democrats,CRL,purchase,"$1,001 - $15,000",15000.0,180.5,158.05999755859375,-12.43213431656856,-0.004739662339522897
2025-Q1,2025-01-15,Julie Johnson,Democrats,DG,purchase,"$1,001 - $15,000",15000.0,70.80999755859375,87.54000091552734,23.62661196689052,0.00900747692218472
2025-Q1,2025-01-15,Jared Moskowitz,Democrats,MRK,sale,"$1,001 - $15,000",15000.0,99.242635888711,87.5999984741211,11.7314874905638,0.00447254574554472
2025-Q1,2025-01-15,Julie Johnson,Democrats,CVS,sale,"$1,001 - $15,000",15000.0,51.15981147792528,67.58999633789062,-32.115413222456326,-0.012243771720341717
2025-Q1,2025-01-15,Julie Johnson,Democrats,HSY,purchase,"$1,001 - $15,000",15000.0,153.98685241868657,170.6199951171875,10.801664192262216,0.00411805725972635
2025-Q1,2025-01-15,Julie Johnson,Democrats,SOLV,sale,"$1,001 - $15,000",15000.0,70.5,75.51000213623047,-7.106386008837544,-0.0027092588672655523
2025-Q1,2025-01-15,Julie Johnson,Democrats,SMCI,purchase,"$1,001 - $15,000",15000.0,31.3799991607666,34.720001220703125,10.643728965144206,0.004057845583356541
2025-Q1,2025-01-15,Jared Moskowitz,Democrats,SYK,purchase,"$1,001 - $15,000",15000.0,364.5299987792969,367.5400085449219,0.825723472884161,0.0003148011715151205
2025-Q1,2025-01-15,Julie Johnson,Democrats,MSCI,purchase,"$1,001 - $15,000",15000.0,594.793342844656,565.77001953125,-4.879564249088457,-0.0018602989893589238
2025-Q1,2025-01-15,Julie Johnson,Democrats,COP,purchase,"$1,001 - $15,000",15000.0,104.17463180703652,102.81999969482422,-1.3003473962082208,-0.0004957481495265805
2025-Q1,2025-01-15,Julie Johnson,Democrats,NKE,sale,"$1,001 - $15,000",15000.0,71.62746230369636,65.80000305175781,8.135789073791912,0.0031017114272939047
2025-Q1,2025-01-15,Julie Johnson,Democrats,PLTR,purchase,"$1,001 - $15,000",15000.0,68.55000305175781,90.08999633789062,31.42230828183817,0.011979530416255497
2025-Q1,2025-01-14,Nancy Pelosi,Democrats,TEM,purchase,"$50,001 - $100,000",100000.0,33.099998474121094,51.970001220703125,57.00907437000444,0.14489534723600062
2025-Q1,2025-01-14,Nancy Pelosi,Democrats,AMZN,purchase,"$250,001 - $500,000",500000.0,220.44000244140625,201.3600006103516,-8.655417174623839,-0.10999386420922404
2025-Q1,2025-01-14,Nancy Pelosi,Democrats,VST,purchase,"$500,001 - $1,000,000",1000000.0,166.3924560652182,119.30999755859376,-28.296029531633504,-0.719177266021947
2025-Q1,2025-01-14,John Boozman,Republicans,QQQ,sale,"$1,001 - $15,000",15000.0,507.9824652132088,481.6199951171875,-5.1896417497317495,-0.0025535386664253317
2025-Q1,2025-01-14,Nancy Pelosi,Democrats,NVDA,purchase,"$250,001 - $500,000",500000.0,136.0374931021696,111.43000030517578,-18.08875791213869,-0.22987365500239787
2025-Q1,2025-01-14,Nancy Pelosi,Democrats,GOOGL,purchase,"$250,001 - $500,000",500000.0,191.0200024296161,162.24000549316406,-15.06648338938036,-0.19146630308019266
2025-Q1,2025-01-14,John Boozman,Republicans,NVDA,purchase,"$1,001 - $15,000",15000.0,136.0374931021696,111.43000030517578,-18.08875791213869,-0.008900487737644099
2025-Q1,2025-01-14,John Boozman,Republicans,CRM,purchase,"$1,001 - $15,000",15000.0,325.0,277.8099975585937,-14.520000751201923,-0.007144497663376377
2025-Q1,2025-01-14,John Boozman,Republicans,EBAY,sale,"$1,001 - $15,000",15000.0,65.35367887273252,66.80999755859375,2.228365274887154,0.001096456589250691
2025-Q1,2025-01-14,John Boozman,Republicans,MA,purchase,"$1,001 - $15,000",15000.0,507.0700073242188,557.5700073242188,9.959177090060166,0.004900365961978103
2025-Q1,2025-01-14,Brad Knott,Republicans,CMPO,purchase,"$1,001 - $15,000",15000.0,11.553155899047852,11.289999961853027,-2.277784005463928,-0.0011207728417896973
2025-Q1,2025-01-14,John Boozman,Republicans,CSCO,sale,"$1,001 - $15,000",15000.0,58.970001220703125,61.400001525878906,4.120739791205328,0.002027590515600457
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,GDDY,sale,"$1,001 - $15,000",15000.0,190.6300048828125,182.77999877929688,4.117927872026925,0.002026206924074262
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,TMUS,sale,"$1,001 - $15,000",15000.0,210.62602244283383,268.2799987792969,-27.372674880242283,-0.013468595151833171
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,CMG,sale,"$1,001 - $15,000",15000.0,56.13999938964844,50.91999816894531,9.298185389124946,0.004575128123236811
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,FIX,sale,"$1,001 - $15,000",15000.0,431.906514141513,332.2799987792969,23.066685058047952,0.011349853235057219
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,MOH,sale,"$1,001 - $15,000",15000.0,291.45001220703125,323.4700012207031,-10.986442845274786,-0.005405827215979065
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,WSC,sale,"$1,001 - $15,000",15000.0,34.549357205954664,29.309999465942383,15.16484867946911,0.007461792035166037
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,AMD,sale,"$1,001 - $15,000",15000.0,115.27999877929688,106.6500015258789,7.486118446218989,0.0036835091583823135
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,AAON,sale,"$1,001 - $15,000",15000.0,120.2944776798658,80.23999786376953,33.29702292959069,0.016383642576475656
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,CRWD,sale,"$1,001 - $15,000",15000.0,342.864990234375,366.55999755859375,-6.910885625278149,-0.0034004685707453575
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,SBAC,sale,"$1,001 - $15,000",15000.0,192.08999242736775,216.3800048828125,-12.645121252024182,-0.006221972077427021
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,PCTY,sale,"$1,001 - $15,000",15000.0,190.6100006103516,191.1300048828125,-0.2728105927264224,-0.00013423516125623538
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,ICE,sale,"$1,001 - $15,000",15000.0,142.01039378966507,176.36000061035156,-24.18809349374983,-0.011901636949524272
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,DIS,sale,"$1,001 - $15,000",15000.0,107.93000030517578,100.4499969482422,6.930420954121772,0.003410080836864903
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,HEI,sale,"$1,001 - $15,000",15000.0,223.33999633789065,268.6300048828125,-20.278503307756264,-0.009977941598043102
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,TDG,sale,"$1,001 - $15,000",15000.0,1253.0899658203125,1384.260009765625,-10.467727579275955,-0.005150595823819561
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,DBX,sale,"$1,001 - $15,000",15000.0,29.280000686645508,26.934999465942383,8.00888376267242,0.0039407333587038315
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,NFLX,sale,"$1,001 - $15,000",15000.0,831.530029296875,976.719970703125,-17.46057704362399,-0.008591394313739866
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,MANH,sale,"$1,001 - $15,000",15000.0,262.260009765625,174.82000732421875,33.340959042726006,0.016405261133045437
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,CDW,sale,"$1,001 - $15,000",15000.0,181.5401937545969,163.83999633789062,9.750015713122547,0.004797449096173141
2025-Q1,2025-01-13,Gilbert Cisneros,Democrats,WTW,purchase,"$15,001 - $50,000",50000.0,311.3800048828125,340.8800048828125,9.473954504915076,0.012039591440990056
2025-Q1,2025-01-13,Gilbert Cisneros,Democrats,KMX,purchase,"$1,001 - $15,000",15000.0,77.63999938964844,76.93000030517578,-0.914475901666891,-0.00034863740055924165
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,APPF,sale,"$1,001 - $15,000",15000.0,242.3600006103516,225.19000244140625,7.084501619782532,0.0034858954993189435
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,CDNS,sale,"$1,001 - $15,000",15000.0,298.0,262.5400085449219,11.899325991636957,0.005855007048533848
2025-Q1,2025-01-13,Julie Johnson,Democrats,PPG,sale,"$1,001 - $15,000",15000.0,112.86520935439198,108.36000061035156,3.991671809064077,0.0015217963435242383
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,DRI,sale,"$1,001 - $15,000",15000.0,179.6999969482422,207.9900054931641,-15.742909863860522,-0.007746224305655497
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,BA,sale,"$15,001 - $50,000",50000.0,171.17999267578125,179.11000061035156,-4.632555365036103,-0.007598089822922917
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,NVR,sale,"$1,001 - $15,000",15000.0,7814.0,7314.43994140625,6.393141266876759,0.003145714909075
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,ZS,sale,"$1,001 - $15,000",15000.0,187.8699951171875,209.4499969482422,-11.486667584993416,-0.005651960432176521
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,SAIA,sale,"$1,001 - $15,000",15000.0,447.3399963378906,376.0,15.94760068894112,0.007846941457573128
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,MEDP,sale,"$1,001 - $15,000",15000.0,350.1600036621094,316.6099853515625,9.58133937619024,0.004714452702734249
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,UNH,sale,"$1,001 - $15,000",15000.0,532.763141030819,515.719970703125,3.199014536688479,0.001574059965567564
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,ANET,sale,"$1,001 - $15,000",15000.0,110.11000061035156,78.95999908447266,28.28989315521851,0.013919908063909386
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,ADBE,sale,"$1,001 - $15,000",15000.0,404.2699890136719,396.1499938964844,2.008557483329017,0.0009883012055087832
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,CELH,sale,"$1,001 - $15,000",15000.0,26.3700008392334,35.150001525878906,-33.295412996660154,-0.016382850416595124
2025-Q1,2025-01-13,Gilbert Cisneros,Democrats,KLAC,sale,"$1,001 - $15,000",15000.0,672.6705532397954,700.0,-4.062827877417456,-0.001548924085938794
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,CVX,sale,"$1,001 - $15,000",15000.0,152.40952551683193,166.64999389648438,-9.343555352831109,-0.004597452199195231
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,IR,sale,"$1,001 - $15,000",15000.0,86.10884840121398,81.30000305175781,5.584612311907736,0.002747882062608366
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,AXON,sale,"$1,001 - $15,000",15000.0,561.4000244140625,550.6500244140625,1.9148556345753385,0.0009421956542112539
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,LIN,sale,"$1,001 - $15,000",15000.0,414.4076366830292,464.7300109863281,-12.143206313977595,-0.0059750072071400335
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,MSCI,sale,"$1,001 - $15,000",15000.0,572.1946402361837,565.77001953125,1.1228033702450937,0.0005524700854084437
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,CHDN,sale,"$1,001 - $15,000",15000.0,126.58000183105467,112.4000015258789,11.202401722273407,0.005512088759524392
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,PSTG,sale,"$1,001 - $15,000",15000.0,62.84999847412109,48.43999862670898,22.927605723563417,0.011281419906624611
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,ANSS,sale,"$1,001 - $15,000",15000.0,336.6199951171875,322.0899963378906,4.316439602537142,0.0021238836817469944
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,PANW,sale,"$1,001 - $15,000",15000.0,169.77000427246094,174.44000244140625,-2.7507793199147907,-0.001353507948129305
2025-Q1,2025-01-13,Gilbert Cisneros,Democrats,STZ,purchase,"$1,001 - $15,000",15000.0,177.71393201506547,184.30999755859372,3.711619831229164,0.0014150285288712023
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,MSFT,sale,"$1,001 - $15,000",15000.0,414.4090535363967,390.5799865722656,5.7501318469718745,0.0028293251666254918
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,URI,sale,"$1,001 - $15,000",15000.0,665.4144103188423,645.9199829101562,2.929667152736452,0.0014415288598014363
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,LW,sale,"$1,001 - $15,000",15000.0,60.63378115435437,53.900001525878906,11.10565678121475,0.0054644858690576096
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,GPK,sale,"$1,001 - $15,000",15000.0,25.950628829964145,26.059999465942383,-0.4214565924196606,-0.00020737572203690042
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,HQY,sale,"$1,001 - $15,000",15000.0,99.81999969482422,88.83000183105469,11.009815565386518,0.00541732765231418
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,IBP,sale,"$1,001 - $15,000",15000.0,168.9206663131432,172.2899932861328,-1.9946209345063832,-0.0009814437926060602
2025-Q1,2025-01-13,Tim Moore,Republicans,HOG,purchase,"$50,001 - $100,000",100000.0,27.57065720792628,25.940000534057617,-5.9144642856023895,-0.01940122776973065
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,CRM,sale,"$1,001 - $15,000",15000.0,314.6000061035156,277.8099975585937,11.694217365277652,0.005754084319473996
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,SNPS,sale,"$1,001 - $15,000",15000.0,489.0799865722656,446.2300109863281,8.76134308546401,0.004310977407969825
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,SMCI,sale,"$1,001 - $15,000",15000.0,30.84000015258789,34.720001220703125,-12.581066954987191,-0.006190454463664355
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,CI,sale,"$1,001 - $15,000",15000.0,279.93468116446627,324.739990234375,-16.00562991463886,-0.007875494463492961
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,BRO,sale,"$1,001 - $15,000",15000.0,100.89689873629342,122.9000015258789,-21.80751149457361,-0.01073028284135162
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,GOOG,sale,"$1,001 - $15,000",15000.0,191.13224951636064,164.0800018310547,14.153680372495344,0.006964251454401514
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,PWR,sale,"$1,001 - $15,000",15000.0,308.70001220703125,254.8800048828125,17.434404015547653,0.008578515999121364
2025-Q1,2025-01-13,August Lee Pfluger Ii,Republicans,WBD,sale,"$1,001 - $15,000",15000.0,9.649999618530272,11.010000228881836,-14.09327113070596,-0.006934527372825632
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,LULU,sale,"$1,001 - $15,000",15000.0,401.9200134277344,341.5299987792969,15.02538132734604,0.007393167784490424
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,MA,sale,"$1,001 - $15,000",15000.0,501.0,557.5700073242188,-11.291418627588572,-0.0055558891065713815
2025-Q1,2025-01-13,Gilbert Cisneros,Democrats,LNTH,purchase,"$1,001 - $15,000",15000.0,95.80999755859376,97.04000091552734,1.2837943724832792,0.0004894374275574835
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,ACN,sale,"$1,001 - $15,000",15000.0,345.1300048828125,308.5299987792969,10.604701296817996,0.005217993093399047
2025-Q1,2025-01-13,Tim Moore,Republicans,F,purchase,"$15,001 - $50,000",50000.0,9.354303499588386,9.899999618530272,5.83363709511776,0.009568045096141972
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,ELV,sale,"$1,001 - $15,000",15000.0,383.4120376804785,431.9500122070313,-12.659481121195906,-0.006229037783104432
2025-Q1,2025-01-13,Gilbert Cisneros,Democrats,WAB,sale,"$15,001 - $50,000",50000.0,187.00632409767212,186.9199981689453,0.04616203710937,5.866315555899098e-05
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,RCL,sale,"$1,001 - $15,000",15000.0,222.17420989696888,217.2400054931641,2.220871813201452,0.001092769466886068
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,ELF,sale,"$1,001 - $15,000",15000.0,125.9000015258789,65.16000366210938,48.24463632058364,0.023738545015868612
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,AAON,sale,"$1,001 - $15,000",15000.0,120.2944776798658,80.23999786376953,33.29702292959069,0.016383642576475656
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,BAH,sale,"$1,001 - $15,000",15000.0,131.24477870459094,105.86000061035156,19.34155274197694,0.009516919505647174
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,BR,sale,"$1,001 - $15,000",15000.0,220.42493879314048,238.88999938964844,-8.377028796109439,-0.004121877380404841
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,PAYX,sale,"$1,001 - $15,000",15000.0,137.8236794973103,151.8300018310547,-10.162493400865646,-0.005000406790650638
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,PCAR,sale,"$1,001 - $15,000",15000.0,106.35813396722152,98.19000244140624,7.679837188881685,0.003778827549064303
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,PFGC,sale,"$1,001 - $15,000",15000.0,84.16999816894531,78.0,7.330400740369441,0.0036068889980495856
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,MPWR,sale,"$1,001 - $15,000",15000.0,578.469970703125,601.4400024414062,-3.970825263472429,-0.0019538257816003424
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,RMD,sale,"$1,001 - $15,000",15000.0,231.00138894667347,222.6199951171875,3.628287201087268,0.001785281548837429
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,NTNX,sale,"$1,001 - $15,000",15000.0,61.54999923706055,71.95999908447266,-16.913078759461673,-0.008322000373689522
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,WMS,sale,"$1,001 - $15,000",15000.0,111.66987747222522,111.19000244140624,0.4297264774364326,0.00021144487982766898
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,FTNT,sale,"$1,001 - $15,000",15000.0,93.97000122070312,99.54000091552734,-5.927423244086387,-0.0029165605596619916
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,DECK,sale,"$1,001 - $15,000",15000.0,203.82000732421875,116.9499969482422,42.6209436043202,0.020971433625219058
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,NOW,sale,"$1,001 - $15,000",15000.0,1011.1300048828124,827.739990234375,18.137135063031977,0.008924291485828429
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,EME,sale,"$1,001 - $15,000",15000.0,459.7809383176749,379.3299865722656,17.497670094757943,0.008609645774032119
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,CLH,sale,"$1,001 - $15,000",15000.0,227.25999450683597,199.42999267578125,12.245886871310985,0.006025530689508439
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,WAB,sale,"$1,001 - $15,000",15000.0,187.00632409767212,186.9199981689453,0.04616203710937,2.2713811928507464e-05
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,HEI,sale,"$1,001 - $15,000",15000.0,223.33999633789065,268.6300048828125,-20.278503307756264,-0.009977941598043102
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,INTU,sale,"$1,001 - $15,000",15000.0,620.3800048828125,615.2999877929688,0.8188557093814374,0.00040291407711076134
2025-Q1,2025-01-13,Rob Bresnahan,Republicans,BERY,sale,"$1,001 - $15,000",15000.0,64.8104112468739,69.98999786376953,-7.991905185056929,-0.003932379129927962
2025-Q1,2025-01-10,Josh Gottheimer,Democrats,ISRG,sale,"$1,001 - $15,000",15000.0,540.5599975585938,507.8999938964844,6.041883196983922,0.002303424779635502
2025-Q1,2025-01-10,Brad Knott,Republicans,ORMP,sale,"$15,001 - $50,000",50000.0,2.390000104904175,2.299999952316284,3.765696595712037,0.006176310637546395
2025-Q1,2025-01-10,Tommy Tuberville,Republicans,AAPL,sale,"$15,001 - $50,000",50000.0,239.7463920626497,223.8500061035156,-6.630500597890161,-0.010875021482516256
2025-Q1,2025-01-10,Tommy Tuberville,Republicans,TSCO,sale,"$15,001 - $50,000",50000.0,54.02117597932136,54.15999984741211,0.2569804628908735,0.0004214867359207372
2025-Q1,2025-01-10,Brad Knott,Republicans,CMPO,purchase,"$1,001 - $15,000",15000.0,12.093023300170898,11.289999961853027,-6.640385273271761,-0.003267370152503737
2025-Q1,2025-01-10,Tommy Tuberville,Republicans,DEO,sale,"$15,001 - $50,000",50000.0,120.42704697398013,105.5199966430664,-12.378490302211407,-0.020302591934084645
2025-Q1,2025-01-10,Tommy Tuberville,Republicans,TXN,sale,"$15,001 - $50,000",50000.0,191.4939305759985,180.75999450683597,-5.605366205015352,-0.009193646391693214
2025-Q1,2025-01-10,Tommy Tuberville,Republicans,CARR,sale,"$1,001 - $15,000",15000.0,67.6500015258789,65.66999816894531,-2.9268341644843288,-0.0014401349013372128
2025-Q1,2025-01-10,Tommy Tuberville,Republicans,MSFT,sale,"$15,001 - $50,000",50000.0,423.7802594986814,390.5799865722656,-7.834313227730487,-0.012849455843415592
2025-Q1,2025-01-09,Gilbert Cisneros,Democrats,TCTZF,sale,"$1,001 - $15,000",15000.0,46.810001373291016,65.87999725341797,-40.73914830305467,-0.01553150907474444
2025-Q1,2025-01-09,Tim Moore,Republicans,HOG,purchase,"$15,001 - $50,000",50000.0,28.16656381771361,25.940000534057617,-7.9049872681158675,-0.012965371933927944
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,JPM,purchase,"$1,001 - $15,000",15000.0,242.75,248.1199951171875,2.212150408728116,0.0010884781410832127
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,AMZN,purchase,"$1,001 - $15,000",15000.0,223.19000244140625,201.3600006103516,-9.78090487578434,-0.004812647962498445
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,CAT,purchase,"$1,001 - $15,000",15000.0,361.1261239321522,339.29998779296875,-6.043909507716512,-0.002973877074487377
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,JPM,purchase,"$1,001 - $15,000",15000.0,242.75,248.1199951171875,2.212150408728116,0.0010884781410832127
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,JPM,purchase,"$1,001 - $15,000",15000.0,242.75,248.1199951171875,2.212150408728116,0.0010884781410832127
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,AMZN,purchase,"$1,001 - $15,000",15000.0,223.19000244140625,201.3600006103516,-9.78090487578434,-0.004812647962498445
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,TSLA,purchase,"$1,001 - $15,000",15000.0,392.9500122070313,273.1300048828125,-30.492429978877283,-0.015003655885949131
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,TSLA,purchase,"$1,001 - $15,000",15000.0,392.9500122070313,273.1300048828125,-30.492429978877283,-0.015003655885949131
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,TSLA,purchase,"$1,001 - $15,000",15000.0,392.9500122070313,273.1300048828125,-30.492429978877283,-0.015003655885949131
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,TSLA,purchase,"$1,001 - $15,000",15000.0,392.9500122070313,273.1300048828125,-30.492429978877283,-0.015003655885949131
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,AMZN,purchase,"$1,001 - $15,000",15000.0,223.19000244140625,201.3600006103516,-9.78090487578434,-0.004812647962498445
2025-Q1,2025-01-08,Markwayne Mullin,Republicans,ABT,sale,"$1,001 - $15,000",15000.0,112.94728704195784,131.35000610351562,16.293192641910487,0.008016988342747493
2025-Q1,2025-01-08,Tim Moore,Republicans,F,purchase,"$15,001 - $50,000",50000.0,9.431771278381348,9.899999618530272,4.964373353944199,0.008142321394036738
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,PANW,purchase,"$1,001 - $15,000",15000.0,169.3800048828125,174.44000244140625,2.9873641591252564,0.0014699183987823142
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,INTC,purchase,"$1,001 - $15,000",15000.0,19.82999992370605,23.6200008392334,19.11246056535045,0.009404195784164564
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,JNJ,purchase,"$1,001 - $15,000",15000.0,144.33465923849369,163.1300048828125,13.022059804265048,0.006407442908445981
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,GOOG,purchase,"$1,001 - $15,000",15000.0,193.7292845765708,164.0800018310547,-15.304491941071156,-0.007530502841268405
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,JNJ,purchase,"$1,001 - $15,000",15000.0,144.33465923849369,163.1300048828125,13.022059804265048,0.006407442908445981
2025-Q1,2025-01-08,Josh Gottheimer,Democrats,LLY,sale,"$1,001 - $15,000",15000.0,772.4986236791443,821.6699829101562,-6.365235836515244,-0.0024267006620340235
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,HD,purchase,"$1,001 - $15,000",15000.0,380.5847741565303,362.7300109863281,-4.691402384599517,-0.0023083823443986466
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,INTC,purchase,"$1,001 - $15,000",15000.0,19.82999992370605,23.6200008392334,19.11246056535045,0.009404195784164564
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,UPS,purchase,"$1,001 - $15,000",15000.0,124.13326371578404,111.01000213623048,-10.571913753593575,-0.0052018601379007256
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,AMZN,purchase,"$1,001 - $15,000",15000.0,223.19000244140625,201.3600006103516,-9.78090487578434,-0.004812647962498445
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,NVDA,purchase,"$1,001 - $15,000",15000.0,142.5668963792699,111.43000030517578,-21.840200540847025,-0.01074636733189127
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,CAT,purchase,"$1,001 - $15,000",15000.0,361.1261239321522,339.29998779296875,-6.043909507716512,-0.002973877074487377
2025-Q1,2025-01-08,Gilbert Cisneros,Democrats,LNTH,purchase,"$1,001 - $15,000",15000.0,96.0,97.04000091552734,1.08333428700765,0.00041301345291942435
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,JPM,purchase,"$1,001 - $15,000",15000.0,242.75,248.1199951171875,2.212150408728116,0.0010884781410832127
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,AMD,purchase,"$1,001 - $15,000",15000.0,124.51000213623048,106.6500015258789,-14.344229623263802,-0.007058010311594458
2025-Q1,2025-01-08,Markwayne Mullin,Republicans,EZU,sale,"$15,001 - $50,000",50000.0,47.65999984741211,54.20000076293945,13.722200873826608,0.02250648002923833
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,SCCO,purchase,"$1,001 - $15,000",15000.0,92.51264751698815,96.83999633789062,4.6775753770400135,0.0023015788307561165
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,JNJ,purchase,"$1,001 - $15,000",15000.0,144.33465923849369,163.1300048828125,13.022059804265048,0.006407442908445981
2025-Q1,2025-01-08,Marjorie Taylor Greene,Republicans,CAT,purchase,"$1,001 - $15,000",15000.0,361.1261239321522,339.29998779296875,-6.043909507716512,-0.002973877074487377
